zoekopdracht;datum;url;sentiment;type;discussielengte;views;auteur;volgers;invloed;GPS breedtegraad;GPS lengtegraad;bericht tekst;type bron;titel;aantal woorden
dividendbelasting;43364,93958;https://twitter.com/DCorleone64/status/1043236884393197568;-;post;;2492;DCorleone64;2492;6.6;;;@Nieuwsuur Wat een klinkklare onzin @minpres In Zwitserland zijn de meeste Fortune 500 bedrijven gevestigd ter wereld. En daar is [#Dividendbelasting] 35%! Vestiging heeft NIETS met [afschaffen] te maken. Wat speelt hier in achtergrond bij #Rutte?;twitter;;36
dividendbelasting;43364,46181;https://twitter.com/marloesl/status/1043063692223565825;-;post;2;3844;marloesl;3844;5.9;;;"Van der Staaij (SGP) over [dividendbelasting]: ""Argumenten zijn dunner geworden, de maatregel duurder."" Het is de enige oppositiepartij van wie Rutte - heel misschien - nog steun kan verwachten voor het [afschaffen] van de [dividendbelasting]. #APB2018";twitter;;36
dividendbelasting;43363,69653;https://twitter.com/TobiasHoogervo4/status/1042786325479530496;+;post;2;0;TobiasHoogervo4;0;4;;;[#dividendbelasting] Misschien komt het omdat ik nog net geen 16 ben maar ik snap het niet, niemand vind het [afschaffen] een goed idee, het kost 2 miljard, waarom is dit dan nog een onderwerp van discussie?;twitter;;36
dividendbelasting;43363,61944;https://twitter.com/PvdAHW/status/1042758509488746496;;post;3;383;PvdAHW;383;3.4;;;Grote bedrijven moeten zich aan de wet [houden], in plaats van ons de wet voorschrijven. En dus niet zeiken over de [#dividendbelasting] als er nog kinderen zonder ontbijt op school komen! @lodewijkasscher tijdens #algemenebeschouwingen #APB18 https://t.c;twitter;;36
dividendbelasting;43362,94792;https://twitter.com/sanderdewijs1/status/1042515166875856896;;post;12;157;sanderdewijs1;157;4.2;;;"#nieuwsuur  ""Deze rechterlijke dwaling is wrange vrucht vd bezuiningen uit de jaren 80"" Hoeveel rechterlijke dwalingen zullen het gevolg zijn vh [afschaffen] vd [#dividendbelasting]? De politie heeft NU al weinig geld, dat wordt alleen maar erger.";twitter;;36
dividendbelasting;43362,7125;https://twitter.com/PvdAZutphen/status/1042429855617437696;-;post;14;933;PvdAZutphen;933;4.7;;;In een tijd waarin er twee miljard wordt uitgegeven aan het [afschaffen] van de [dividendbelasting] is het onvoorstelbaar dat er wordt bezuinigd op mensen die met moeite hun huur kunnen opbrengen. Teken daarom de petitie! https://t.co/bw2Tv6xY2j;twitter;;36
dividendbelasting;43362,62083;https://twitter.com/ideedokter/status/1042396505968140288;;post;;847;ideedokter;847;2.5;;;Engelse bedrijven ontvluchten de #Brexit. Nederland wil de [#Dividendbelasting] [afschaffen] om te voorkomen dat multinationals naar de VK vluchten. Is er al een #Enquete gehouden welke multinationals plannen hebben? Duitsland bijvoorbeeld, heft 10% meer ;twitter;;36
dividendbelasting;43362,43611;https://twitter.com/JaapHaasnoot_KK/status/1042329676226732037;-;post;15;669;JaapHaasnoot_KK;669;5.7;;;De VVD is continu bezig de verzorgingsstaat om zeep te helpen, de overheid direct en indirect (via verminderen/[afschaffen] belastingen) te ontmantelen, en hierdoor b.v. ook de integratie of toegang tot onderwijs te verzieken. Materialisme zonder moraal.;twitter;;36
dividendbelasting;43361,93542;https://twitter.com/wulsros/status/1042148024670146563;;post;2;149;wulsros;149;2.3;;;[Afschaffen] [#dividendbelasting] is teken van zwakte ipv teken van kracht van #kabinet. #Multinationals moeten zich hier graag willen vestigen vanwege o.a. opleidingsniveau bevolking, infrastructuur enz. Het besef dat #liefde die gekocht wordt niet bekli;twitter;;36
dividendbelasting;43378,85903;https://twitter.com/marKwienen/status/1048281161909374976;;post;;234;marKwienen;234;0;;;Als de [#dividendbelasting] wordt afgeschaft, lopen we 2 miljard mis. Maar als de [dividendbelasting] niet wordt afgeschaft, maar Unilever komt niet naar Nederland, dan [houden] we toch veel minder dan 2 miljard over? Toch? #dtv;twitter;;35
dividendbelasting;43378,79583;https://twitter.com/Plekkmagazine/status/1048258153035575297;+;post;;553;Plekkmagazine;553;0.8;;;Soms probeer je tegen beter weten in vol te [houden]. Iedereen om je heen ziet het aankomen, behalve jij. En dan is geen [houden] meer aan: het is voorbij, jullie gaan uit elkaar....😉 [#dividendbelasting] #Rutte;twitter;;35
dividendbelasting;43378,77847;https://twitter.com/Chieffie57/status/1048251943771164672;+;post;2;12;Chieffie57;12;1.6;;;"Rutte : "" mijn taak is nederland veilig [houden] en zorgdragen voor een goede economie"" .  Ik zou denken dat de taak van een premier wel wat meer is. DIT IS NIET MIJN PREMIER. [#dividendbelasting]";twitter;;35
dividendbelasting;43378,65625;https://twitter.com/JustSeeForMe/status/1048207642752163840;;post;;742;JustSeeForMe;742;9.1;;;Eeeh Jesse, nog maar weer eens een lesje economie: de 'democratie' (je weet wel: dat krappe meerderheidskabinet) overwon niets. De aandeelhouders van #Unilever echter wel.  Hoe heet dat ook alweer? De macht vh kapitaal. [#dividendbelasting];twitter;;35
dividendbelasting;43378,65625;https://twitter.com/BoeijendHuys/status/1048207570228404224;;post;;667;BoeijendHuys;667;8.3;;;Kabinet gaat [dividendbelasting] heroverwegen /via ⁦@NOS⁩ Tip: in zijn geheel [afschaffen] en het pakket aan maatregelen voor het bedrijfsleven vooral richten op het #MKB en de ##ZZP’ers  [#dividendbelasting] De 2 miljard naar publieke sector.  http;twitter;;35
dividendbelasting;43378,56042;https://twitter.com/HPO83/status/1048172790715695106;;post;;103;HPO83;103;1.7;;;@XandervdWulp Is het Europees Medicijn Agentschap niet ons cadeau voor het [afschaffen] van de [#dividendbelasting] ? Heeft de Lobywereld niet gewoon Europees Medicijn Agentschap ingezet om ergens in Europa de [dividendbelasting] af te kunnen schaffen?;twitter;;35
dividendbelasting;43378,53611;https://twitter.com/Nienkemper/status/1048164122922246146;;post;;1381;Nienkemper;1381;2.7;;;Voor @MinPres is het nieuws een aderlating. De premier verdedigde het [afschaffen] van de [#dividendbelasting] met als argument dat de afschaffing nodig is om de hoofdkantoren van multinationals als #Unilever juist in Nederland te [houden].;twitter;;35
dividendbelasting;43378,50139;https://twitter.com/phiabaruch/status/1048151536948465665;;post;;192;phiabaruch;192;1.4;;;Dat de verhuizing van Unilever naar Nederland niet doorgaat, is voor een deel de schuld van het verzet tegen het [afschaffen] van de [dividendbelasting] hier. Dat zegt Paul Polman, de topman van Unilever.  https://t.co/c2PPwa8mxN https://t.co/u7wLXGO7Cd;twitter;;35
dividendbelasting;43378,40833;https://twitter.com/RobertSimonsLR/status/1048117722427654144;+;post;;802;RobertSimonsLR;802;3.2;;;Mooi moment om af te zien van het [afschaffen] van de [dividendbelasting]. Voor het zelfde bedrag kun je de onrechtvaardige schenk en erfbelasting [afschaffen]! Dat zou pas een echte lastenverlichting voor veel Nederlanders zijn!   https://t.co/UDb4xp6Til;twitter;;35
dividendbelasting;43376,76528;https://twitter.com/MrsvanP/status/1047522334133837824;+;post;2;3620;MrsvanP;3620;63.5;;;Laten we het erop [houden] dat het [afschaffen] van de [dividendbelasting] goed is voor de VVD in het algemeen en Mark Rutte in het bijzonder. Met je 'vestigingsklimaat'en 'ja maar de werkgelegenheid'. https://t.co/UZWXzvHJsf via @NUnl;twitter;;35
dividendbelasting;43376,425;https://twitter.com/drsmichakat1/status/1047398904914989056;-;post;6;90;drsmichakat1;90;12.3;;;Wat Trump in elk geval NIET deed was STIEKEM de [dividendbelasting] [afschaffen] in opdracht van een oud-werkgever om de MILJARDEN te kunnen toeschuiven aan zijn buitenlandse PEDO-VRIENDEN -en daarover dan LIEGEN in het parlement! https://t.co/l55ZJSMvPk;twitter;;35
dividendbelasting;43374,69167;https://twitter.com/JokeHermsen/status/1046770773682270209;+;post;25;4236;JokeHermsen;4236;9.9;;;'Docenten, verpleegkundigen, agenten verdienen meer geld en minder bureaucratie.' Meer aanzien ook. Lees ter voorbereiding op de demonstratie van de publieke sector 2/10  in Den Haag dit stuk van @sanderheijne @PubliekeA @Lerareninactie @janrotmans  @NLKa;twitter;;35
dividendbelasting;43370,56806;https://twitter.com/EksterSchol/status/1045276396896088066;;post;;14;EksterSchol;14;1.5;;;Het is punt 2. Iedereen en zijn buurvrouw klaagt over het [afschaffen] van de [dividendbelasting], en dat dit niet democratisch zou zijn. Ga je zorgen maken over de #energietransitie! 100x groter, en bedisseld in achterkamertjes.;twitter;;35
dividendbelasting;43366,5;https://twitter.com/pvdaleiderdorp/status/1043802280456335360;+;post;3;100;pvdaleiderdorp;100;2.7;;;Heerlijk, @LodewijkA krijgt unaniem steun van de TK voor deze uitstekende motie. Het voorstel van het #kabinet om te korten op praktijkleerplekken was inderdaad belachelijk. 🎩 @PvdA 🌹🌹Nu de [#dividendbelasting] nog in stand [houden]! https://t.co;twitter;;35
dividendbelasting;43364,96389;https://twitter.com/Loekzelf/status/1043245720625721344;;post;;19;Loekzelf;19;1;;;Zomaar spinsel... En als we nou de [dividendbelasting] toch niet [afschaffen] en dit geld besteden aan ondertunnelen van spoorwegovergangen? Veel banen !!en de multinationals dragen bij aan een veilige samenleving.  2 flies in one klep.;twitter;;35
dividendbelasting;43364,4625;https://twitter.com/MStellinga/status/1043064025192562688;-;post;55;33167;MStellinga;33167;11.1;;;Kees van der Staaij (SGP): Anders dan andere partijen waren we niet meteen tegen het [afschaffen] van de [dividendbelasting] maar naar ons gevoel zijn de argumenten dunner geworden en de maatregel duurder, een ongelukkige combinatie.;twitter;;35
dividendbelasting;43362,59236;https://twitter.com/schavuitNL/status/1042386204514295809;-;post;;26;schavuitNL;26;1.3;;;Dijkhoff geeft het belang aan van duidelijke cijfers op het gebied van bevolkingsgroei. “Anders baseer je beleid op gevoel” (maw niet goed) Ironisch als je de VVD vervolgens het [afschaffen] vd [dividendbelasting] hoort verdedigen... #algemenebeschouw;twitter;;35
dividendbelasting;43362,37917;https://twitter.com/erikveen/status/1042309004268122112;;post;;227;erikveen;227;1.6;;;@dijkhoff moest je dat rare “probleemwijken” plan van de @MinPres presenteren om hem uit de wind te [houden] met zijn [#dividendbelasting] ? Moest je anders die leuke foto met lachebekkende rutte van je twitterprofiel halen?;twitter;;35
dividendbelasting;43361,78333;https://twitter.com/H4Hermes/status/1042092894398672896;;post;;36;H4Hermes;36;0.9;;;Als de [#dividendbelasting] definitief wordt afgeschaft, gaan we dan met #Nederland een “kabinet [afschaffen]”? Kom op, we laten ons toch niet door de @VVD, het @CDA, @D66 en de @CU terroriseren? #aandeslagtegenrechts #geefrechtshetnakijken #laatlinks;twitter;;35
dividendbelasting;43378,84722;https://twitter.com/vdf79/status/1048276832267784192;;post;;335;vdf79;335;2;;;Bregman snapt ook al niet (net als de SP) dat die miljarden door de bedrijven worden opgebracht en dat eventueel niet [afschaffen] dus betekent dat andere lasten voor bedrijven dus minder verhoogd zullen worden.;twitter;;34
dividendbelasting;43378,74583;https://twitter.com/SandraPrinsen/status/1048239897864286209;;post;;223;SandraPrinsen;223;2.2;;;Op de vraag aan de SP wat zij zouden doen om het vestigingsklimaat te verbeteren ipv het [afschaffen] van de [#dividendbelasting] was het antwoord: salaris van leraren verhogen en meer inspraak voor werknemers... 🤔;twitter;;34
dividendbelasting;43378,73681;https://twitter.com/teung/status/1048236735786827776;;post;3;3598;teung;3598;7.5;;;Wat een blamage voor #rutte. En #Polman geeft hem nog even lekker de schuld. Wat een schandelijke episode waar de burger een doorkijkje is gegeven in wat haar en zijn werkelijke plek is. [#dividendbelasting];twitter;;34
dividendbelasting;43378,64653;https://twitter.com/paulbubeck/status/1048203958320320512;;post;2;586;paulbubeck;586;2.4;;;Met de nu, naar alle waarschijnlijkheid, vrijkomende financiële ruimte door stoppen met [afschaffen] [dividendbelasting] ook maar stoppen met de verhuurdersheffing. Kunnen de corporaties naar hartelust investeren in sociale woningbouw maar ook voor de mi;twitter;;34
dividendbelasting;43378,62431;https://twitter.com/OfficialFerdvst/status/1048195854006439936;-;post;;28;OfficialFerdvst;28;1.3;;;Vanwege mijn belangen in o.a. @Shell en @Unilever wordt de lokale economie onevenredig hard geraakt als de [dividendbelasting] niet gauw wordt afgeschaft. Dan ben ik helaas genoodzaakt mijn hand op de knip te [houden].;twitter;;34
dividendbelasting;43378,3875;https://twitter.com/TheDutchJew/status/1048110077079707648;-;post;;161;TheDutchJew;161;6.7;;;Iets met de reden voor het [afschaffen] van [#dividendbelasting] omdat Unilever dan naar Nederland zou komen blijkt totaal onzin.......... Rutte blijkt wederom fantast...... Zit dus in zak van SHELL, dat is nu wel duidelijk.;twitter;;34
dividendbelasting;43372,42431;https://twitter.com/BlauwKelly/status/1045949048073715712;+;post;10;907;BlauwKelly;907;42;;;Ah trots, bedankt @MinPres het [afschaffen] van de [#dividendbelasting] werpt zijn vruchten al af. Het vestigingsklimaat in Nederland is voor ‘terreurkantoren’ zeer aantrekkelijk. Toch wel een positief effect voor onze economie🤔🤦🏼‍♀️ u ;twitter;;34
dividendbelasting;43370,83681;https://twitter.com/irenebal/status/1045373888224534528;;post;;73;irenebal;73;2.4;;;Stem rechts en je krijgt geen #klimaatakkoord en uiteindelijk moet je alle lasten dragen. Stem links en je krijgt een klimaatakkoord met zoveel mogelijk maatregelen die het ook voor jou en mij betaalbaar [houden].;twitter;;34
dividendbelasting;43367,89236;https://twitter.com/Bardoul/status/1044306736532922369;;post;;785;Bardoul;785;1.2;;;Het komt me voor dat zowel linkse gekkies (deugmensen) alsmede rechtse gekkies (neo-nazi's) tegen het [afschaffen] van [dividendbelasting], corrupt gedrag van VVD'ers en gegraai van topbankiers zijn. Ik ben optimistisch over de toekomst! #focusopovereenko;twitter;;34
dividendbelasting;43367,71667;https://twitter.com/Slagtg/status/1044243279821385728;;post;;27;Slagtg;27;2;;;Op https://t.co/HDBP4r0oJ4: Verdachte krijgt na ernstig misdrijf geen tbs omdat: hij weigerde mee te werken aan het onderzoek..... Da’s bijna net zo krom als t [afschaffen] vd [dividendbelasting]. Dat laatste is natuurlijk superdepupperkrom. https://t.c;twitter;;34
dividendbelasting;43365,31042;https://twitter.com/arjannic/status/1043371217149992960;-;post;;4;arjannic;4;1.9;;;Daar sta je dan....in je hemd gezet....@dijkhoff en bedankt @MinPres houten Klaas @dijkhoff misschien  leuk als je recht in de camera zegt dat je het [afschaffen] van de [#dividendbelasting] echt helemaal niks vindt...#PVV @geertwilderspvv;twitter;;34
dividendbelasting;43364,49097;https://twitter.com/wal_joop/status/1043074284107821056;;post;;35;wal_joop;35;3.9;;;11 miljard van Organon is dan niet weggegeven, de aandelen blijven hun waarde op zijn minst [houden], de afschaffing van de [dividendbelasting] is wel weggeven van miljarden, elk jaar weer! #Rutte #spoorloos #dividenddebat [#dividendbelasting];twitter;;34
dividendbelasting;43363,94236;https://twitter.com/GijsWildeman/status/1042875485590614016;-;post;;395;GijsWildeman;395;3.3;;;Ook ik ben tegen [afschaffen] van de [#dividendbelasting] Maar zo tegen @jesseklaver van @groenlinks om dit als item voor de @EuropeseUnieOrg te gebruiken. Complete misleiding net wat @GeenPeil deed met het #Oekraïne #referendum. Misselijk!;twitter;;34
dividendbelasting;43362,35833;https://twitter.com/PietPolderman/status/1042301493397868544;-;post;;254;PietPolderman;254;1.9;;;Wat is hier nu mis mee? Oppositie blijft blindstaren op belastinginkomsten verlies terwijl de continuïteit daarvan ook niet zeker is bij afbrokkeling. En ons pensioen kapitaal (1500 miljard?) doet ook mee in dit spel.;twitter;;34
dividendbelasting;43378,85139;https://twitter.com/ThereseBouwman/status/1048278337418874881;-;post;2;2468;ThereseBouwman;2468;8.1;;;Onze mp Rutte is nmm incompetent als het gaat om [dividendbelasting] [afschaffen]. 2 miljard per jaar inleveren voor een enkel bedrijf dat hier sowieso al zit.  Zou hij mss slecht zijn in rekenen?🤔;twitter;;33
dividendbelasting;43378,72222;https://twitter.com/JournalistCisca/status/1048231438850691074;+;post;;298;JournalistCisca;298;4.9;;;“Besparing op niet-[afschaffen] [#dividendbelasting] gaat naar bedrijven.” Mooi! Kunnen die bedrijven met dat geld #gehandicapten in dienst nemen en dan fatsoenlijk betalen zoals het hoort! Die 2 miljard hoort toe aan de gehandicapten!;twitter;;33
dividendbelasting;43378,65278;https://twitter.com/Roel_de_V/status/1048206226142769152;;post;;3;Roel_de_V;3;0.7;;;"- Britse aandeelhouders #Unilever [houden] verhuizing tegen. - #Rutte ""heroverweegt"" [afschaffen] [#dividendbelasting]. Notitie aan mezelf: check in vijf jaar; - Waardedaling aandelen Unilever door harde #Brexit. - [#dividendbelasting] via achterdeurtjes ";twitter;;33
dividendbelasting;43378,65069;https://twitter.com/_JvanL_/status/1048205473575575554;-;post;;73;_JvanL_;73;0.6;;;Dus omdat Unilever niet naar nederland komt gaan we de [dividendbelasting] toch niet [afschaffen]. Dus deze 'noodzakelijke' maatregel voor de nederlandse economie hing af van het besluit van één MNO #unilever [#dividendbelasting] #leugens;twitter;;33
dividendbelasting;43378,63333;https://twitter.com/discotracker/status/1048199198825488384;;post;;163;discotracker;163;1.9;;;Discussie, ja Want een referendum indien nadelig stopt de regering gewoon. Wanneer NGO's, lobbyisten en bilderbergers de lijn uitzetten die door de handpoppen in de regering worden uitgevoerd gaat het mis! Wakker worden!;twitter;;33
dividendbelasting;43378,56736;https://twitter.com/PoekieKim/status/1048175372343234560;-;post;;101;PoekieKim;101;1.1;;;Ik zeg het niet vaak maar met onderstaande nu echt eens hoor, wat een afgang en bovendien, wat een verlies van geld, belangrijk geld.. #oef #grotemisser @MinPres Neem uw verantwoordelijkheid zou ik zeggen...;twitter;;33
dividendbelasting;43378,51181;https://twitter.com/zorgisleuk/status/1048155323071180801;+;post;;1194;zorgisleuk;1194;2.7;;;Meneer Jesse neem meteen uw #miljarden verslindende en #NL verscheurende ridicule #windmolen geloof mee in uw gesprek. Goed om uit te ruilen, beide stoppen en geld beter gebruiken en ons mooie land gelukkiger!;twitter;;33
dividendbelasting;43378,38889;https://twitter.com/ankesiegers/status/1048110576252141568;;post;;2431;ankesiegers;2431;2.6;;;Precies! Ook mijn eerste reactie. Gaan we allemaal betalen voor [afschaffen] dividentbelasting met als slap excuus vestigingsklimaat internationale organisaties en dan vertrekken ze alsnog of komen ze om andere redenen niet.. #hoekandatnou 😉;twitter;;33
dividendbelasting;43377,52986;https://twitter.com/GerardBaan/status/1047799280415776774;-;post;;569;GerardBaan;569;2.4;;;Coalitie zinspeelt op nieuwe bezuinigingen https://t.co/MtHEtYf1LS Ja hoor daar gaat hij weer. Unilever vertrekt, [dividendbelasting] niet [afschaffen], geld naar zorg/sociale Haal uit zorg/sociale, de geld verslindende bureaucratie daar is geld mee te ve;twitter;;33
dividendbelasting;43377,46319;https://twitter.com/a__de__groot/status/1047775116212539394;;post;;18;a__de__groot;18;2.8;;;Voor kankermedicijnen zijn wel argumenten maar geen geld. Voor [afschaffen] [dividendbelasting] zijn geen argumenten maar wel geld. VVD, CDA en D’66 (Sigrid Kaag) sneren altijd naar populisten, maar zijn zelf bijna even harteloos;twitter;;33
dividendbelasting;43365,70486;https://twitter.com/Tegengas_Voorne/status/1043514199501144065;;post;2;86;Tegengas_Voorne;86;0.8;;;#draaien #pauw minister van finacieen zegt: We schaffen [dividendbelasting] af, maar er komt een nieuwe voor in de plaats. Bedoelt hij dan de nieuwe belastingplannen die nu bij 1e kamer liggen? #spoor bijster!;twitter;;33
dividendbelasting;43365,43611;https://twitter.com/AldoGMB/status/1043416755882913792;;post;;117;AldoGMB;117;4.2;;;Zeg, nog even over die 5,6 M€ [dividendbelasting]: kunnen we dan niet ook de schenk- en erfbelasting (1,6 M€) [afschaffen]? Dan hebben investeerders in de volgende generatie (in tegenstelling tot aandeelhouders) ook iets.;twitter;;33
dividendbelasting;43364,7625;https://twitter.com/Homestand2/status/1043172673969434624;;post;;31;Homestand2;31;1.9;;;@markrutte @sybrandbuma @APechtold @gertjansegers [#Dividendbelasting] ..... Hoofdkantoor @Unilever naar #Nederland .   Nou dat is dus helemaal nog niet zeker. Aandeelhouders zijn tegen. DUS als #Unilever niet naar Nederland komt de [dividendbelasting] NI;twitter;;33
dividendbelasting;43362,92917;https://twitter.com/HJTeunissen/status/1042508164728610816;;post;;784;HJTeunissen;784;3.4;;;Wow, de PvdA komt op stoom. Nog even en mijn partijgenoten komen ook voor de uitgeputte 55plussers op die hunkeren naar VUT na 40 jaar buffelen of zich puffend naar de 65 slepen.;twitter;;33
dividendbelasting;43361,94653;https://twitter.com/RZGroningen/status/1042152041068601350;-;post;;107;RZGroningen;107;1.5;;;Wat een gelul, ze vinden de klimaatdoelstelling het belangrijkste maar schaffen de [dividendbelasting] af om grote bedrijven hier te [houden] of binnen te halen, die vervolgens weer CO2 uitstoten.(denk aan extra vliegverkeer bijvoorbeeld)#nieuwsuur;twitter;;33
dividendbelasting;43378,70625;https://twitter.com/PeterCorbet/status/1048225720781217797;;post;;142;PeterCorbet;142;60.9;;;Kortom : als het aan deze topman ligt, dan had de meerderheid van Nederland dus gewoon zijn mond moeten [houden].  Jammer voor hem, maar zo zit NL gelukkig niet in elkaar 😉;twitter;;32
dividendbelasting;43378,68819;https://twitter.com/piep_kuiken/status/1048219072188600320;;post;5;4341;piep_kuiken;4341;15.6;;;Ik denk ook niet dat #Unilever zo gezegend is met het [afschaffen] van de [#dividendbelasting]. Dit komt uiteindelijk uit de huishoudpot van hun klanten, dus blijft er minder over voor hun producten.;twitter;;32
dividendbelasting;43378,66597;https://twitter.com/cheescorner/status/1048211093284372482;;post;;20;cheescorner;20;0.8;;;@jesseklaver snapt het niet, ook dit heeft niets met democratie te maken. Het besluit tot heroverweging is niets meer dan reactie op handelen van Unilever en niet op mening van volk #lulniet;twitter;;32
dividendbelasting;43378,65139;https://twitter.com/SGPWDODelta/status/1048205879668035584;;post;;103;SGPWDODelta;103;0.9;;;Dat wel/niet [afschaffen] [dividendbelasting] weinig/geen invloed had op vestigingsklimaat in Nederland was afgelopen tijd al meerdere keren duidelijk geworden. Nu direct in ijskast met plan intrekking [#dividendbelasting] en er niet weer uithalen.;twitter;;32
dividendbelasting;43378,51389;https://twitter.com/LauraPierik/status/1048156011880693760;-;post;;35;LauraPierik;35;2.6;;;Dus volgens @PaulPolman moet de politiek z’n mond [houden] want anders gaan de aandeelhouders dreigen...  In welke wereld leeft die man dat hij denkt dat zo’n schandalig statement acceptabel is?! #Unilever [#dividendbelasting];twitter;;32
dividendbelasting;43378,50347;https://twitter.com/djAvren/status/1048152082920947712;-;post;;37;djAvren;37;0.8;;;"Nieuws van vandaag: ""Rutte voelt 'tot in diepste vezels' dat [afschaffen] van de [dividendbelasting] nodig is."" Vertaling: Rutte voelt dat vriendjespolitiek nodig is zodat hij zijn grote bedrijsvrienden geld kan toestoppen. [#dividendbelasting]";twitter;;32
dividendbelasting;43378,49583;https://twitter.com/Lexwiet/status/1048149343172276224;;post;;100;Lexwiet;100;1.8;;;In plaats van het [afschaffen] van de [#dividendbelasting] zou bijvoorbeeld ook de wegenbelasting gehalveerd kunnen worden. Of de OZB kan de helft omlaag, of de accijns op benzine de helft lager. #alswetochgaanuitdelen;twitter;;32
dividendbelasting;43378,43889;https://twitter.com/Laurensvdlinde/status/1048128867242795008;;post;;24;Laurensvdlinde;24;0.7;;;Nu dat #Unilever niet naar Nederland komt kan #Rutte het beste #dagvandeleraar cadeau geven aan alle hard werkende docenten door de [#dividendbelasting] niet [afschaffen] en 2 miljard te infesteren in het onderwijs.;twitter;;32
dividendbelasting;43378,38819;https://twitter.com/Pookske/status/1048110524880355328;-;post;;31;Pookske;31;0.7;;;Het [afschaffen] van de [dividendbelasting] is nu helemaal weggegooid geld. Dat is de strekking van de reacties van oppositiepartijen nu blijkt dat het hoofdkantoor van Unilever toch niet naar Nederland komt. https://t.co/HiMvIJtKjW;twitter;;32
dividendbelasting;43378,37222;https://twitter.com/ruudfiere/status/1048104693841494016;-;post;;459;ruudfiere;459;1.2;;;Blijkbaar is het vestigingsklimaat al heel slecht in NL. Ik stel voor aan de @MinPres er geld bij te doen want anders verworden we helemaal tot het Griekenland aan de Noordzee. #dividend;twitter;;32
dividendbelasting;43378,36528;https://twitter.com/jelleeelco/status/1048102140118536193;+;post;;15;jelleeelco;15;2.2;;;@thierrybaudet @MinPres Unilever toch niet naar NL. Dus nu enige  argument wegvalt, [#dividendbelasting] misschien toch niet [afschaffen]? Of is het teveel gevraagd om een beetje fatsoenlijk met mijn geld om te gaan.;twitter;;32
dividendbelasting;43378,34375;https://twitter.com/DorienSchults/status/1048094209956298752;-;post;11;1467;DorienSchults;1467;4.3;;;Zie je wel, het werkt, dat [afschaffen] van de [#dividendbelasting] En lobbyen helpt enorm. Not. #bigfail Je had garanties moeten vragen @MinPres   Unilever blaast verhuizing van Londen naar Rotterdam af - https://t.co/FTosbEynBc;twitter;;32
dividendbelasting;43371,60278;https://twitter.com/roosvonk/status/1045651413370621959;;post;9;13167;roosvonk;13167;123.1;;;“Het PBL denkt aan een terugdringing van de vleesconsumptie met 40% en de zuivelconsumptie met 20%.” Kabinet zal wel nee zeggen: “geen draagvlak”.  Liever [#dividendbelasting] [afschaffen], dáár is veel draagvlak voor🙄 https://t.co/vI4tfdOe8S;twitter;;32
dividendbelasting;43370,97014;https://twitter.com/Jeffsington/status/1045422127220961282;-;post;;288;Jeffsington;288;1.4;;;Ik begin steeds meer te balen dat ik deze keer helaas niet bij het #d66congres aanwezig kan zijn. Dit soort moties geven me hoop! Ik ben benieuwd waar het partijbestuur mee komt.;twitter;;32
dividendbelasting;43365,94306;https://twitter.com/GerritGijben/status/1043600513932103680;-;post;3;43;GerritGijben;43;4.2;;;WW-fraude Kijk dit land laat zich leegmelken: WW fraude, ontwikkelingshulp, bijstand, huursubsidie, zorgsubsidie, [afschaffen] [dividendbelasting]. Daartegen over, afschaffing Hillen,  BTW verhoging, aardgas alle Jezus duurder, etc. #CDA #christenunie Kor;twitter;;32
dividendbelasting;43364,57917;https://twitter.com/GertHoeksma/status/1043106165511602179;;post;;331;GertHoeksma;331;0.7;;;Even een poldersuggestie: als we de [#dividendbelasting] nou eens #halveren in plaats van [afschaffen], en het restende miljard gebruiken voor structurele economische verbeteringen, hebben we dan een werkbare oplossing? #algemenebeschouwingen #rutte #hoek;twitter;;32
dividendbelasting;43364,46528;https://twitter.com/ItsJet/status/1043064856553902082;+;post;;104;ItsJet;104;2.9;;;"Het [afschaffen] van de [#dividendbelasting] is een ultiem #neoliberaal voorbeeld van hun #trickeldown economie ideaal... ""als uw geld over de randen van onze zakken klotst...krijgt het gepeupel ook een beetje"" #APB18 #RutteIII";twitter;;32
dividendbelasting;43363,89306;https://twitter.com/stefanvanzeist/status/1042857631705124865;-;post;;44;stefanvanzeist;44;1.4;;;Dit [afschaffen] van de [dividendbelasting] is idd belachelijk. Maar als is als lid van @fvdemocratie mocht kiezen zou ik echt het terugdringen van de opkomende islam in NL een hogere prioriteit geven.;twitter;;32
dividendbelasting;43362,96181;https://twitter.com/LeanManProf/status/1042520133502152711;;post;;1388;LeanManProf;1388;1.2;;;Het zijn bedrijven als Unilever, Akzo, Philips die productiefaciliteiten naar (verre) buitenlanden verplaatsen, de [dividendbelasting] speelt daarbij geen enkele rol. En juist ook dat soort werkgelegenheid hebben hard nodig. #PvdA #GroenLinks, #SP.;twitter;;32
dividendbelasting;43362,64931;https://twitter.com/Lau_Vermeulen/status/1042406852414332929;;post;;493;Lau_Vermeulen;493;2.2;;;Terecht punt @jesseklaver: De [#dividendbelasting] wordt afgeschaft om hoofdkantoren hier te [houden], maar dit kabinet zet zich totaal niet in om waardevolle technologische kennis te behouden voor NL. #apb #apb18 #apb2018 #groenlinks;twitter;;32
